,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Base Race,Unk2-0,Graphics Data Skin Index,Graphics Data Hair,Graphics Data Complection X,Graphics Data Complection Y,Graphics Data Complection Z,Unk8-0,Stats Health,Stats Mana,Stats Absorbtion,Tuning Actions,Tuning Move,Attack Range,Stats To Hit,Stats Parry,Tuning Weapon Weight,Attack Weapon Type Id,Stats Danage Nub,Stats Damage Max,Skills General,Skills Steal,Skills Tame,Skills Peripheral,Senses Sight,Senses Infra,Senses SenseLife,Senses Hearing,Senses Smell,Senses Tracking,Detections Sight,Detections Infra,Detections SenseLife,Detections Hearing,Detections Smell,Detections Tracking,Common loot Probability,Common loot Mask,Common loot Min,Common loot Max,Rare loot Probability,Rare loot Mask,Rare loot Min,Rare loot Max,Items,Skills Elemental,Skills Senses,Skills Astral,Spells,Equipment Wears,Equipment Weapon №1,Graphics Data Info Window Scale,Graphics Data Altitude,Tuning To hit Random,Graphics Data Dialog Camera Distance,Graphics Data Dialog Camera,Graphics Data Dialog Camera Height,Attack Real Weapon Type Id,Graphics Data Detonation,Base Level,Equipment Weapon №2,Stats Exp
,Human Hadagan Necromancer M17,Human Female,0,16,1,0.4,0.2,0.7,heroes\NecromancerM17,160,101,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,85,85,85,lightning {e2;e2;e2},"hadagan highest shirt.meteoric,hadagan highest pants.meteoric,hadagan highest boots.meteoric,hadagan highest gloves.meteoric,hadagan medium helm.silk blue",spiked club.meteoric,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan NPC Flunkey F17,Human Male,0,22,-1,0.2,1,0.9,heroes\FlunkeyF17,320,51,33,50,1,0,141,118,1,8,35,31,85,85,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,0,0,0,,"hadagan highest plate.meteoric,hadagan highest leggins.meteoric",,1,0,40,0,0.7,0.7,9,0,17,,1000
,Human Hadagan Guards F20,Human Male metal armor,0,10,-1,1,1,0.88,heroes\GuardsF20,500,67,44,50,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,material.meteoric [1],0,0,0,,"hadagan highest helm.meteoric,hadagan highest plate.meteoric,hadagan highest leggins.meteoric",long spear.meteoric,1,0,40,0,0.7,0.7,9,0,20,,4000
,Human Hadagan Guards A20,Human Female metal armor,0,16,1,0.7,0.3,0.88,heroes\GuardsA20,500,67,44,50,1,8,165,138,1,8,47,40,100,100,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,material.meteoric [1],0,0,0,,"hadagan highest shirt.adamantium,hadagan highest helm.adamantium,hadagan highest leggins.adamantium",long crossbow.adamantium,1,0,40,0,0.7,0.7,9,0,20,,4000
,Human Hadagan Guards M20,Human Female metal armor,0,16,1,0.3,0.3,0.6,heroes\GuardsM20,240,135,44,50,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,material.meteoric [1],100,100,100,lightning {e2;e2;e2;e2},"hadagan high2 shirt.mithrill,hadagan highest gloves.mithrill,hadagan highest helm.mithrill,hadagan highest leggins.mithrill",curved dagger.mithrill,1,0,40,0,0.7,0.7,9,0,20,,4000
,Human Hadagan Guard Commander F20,Human Male metal armor,0,10,-1,1,1,0.88,heroes\GuardsF20,500,67,44,50,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,,0,0,0,,"hadagan highest2 helm.meteoric,hadagan highest2 plate.meteoric,hadagan highest2 leggins.meteoric",saber.meteoric,1,0,40,0,0.7,0.7,9,0,20,,4000
,Rick,Rick,0,0,2,0.5,0.5,0.5,heroes\Rick,700,700,150,50,1,10,5,5,1,16,50,0,175,100,100,1.7,20,50,20,2.8,0,0,2,1,2,1,1,1,100,0,0,0,10,0,0,0,,175,175,175,rick_magic,,,1,0,40,0,0.7,0.7,16,0,35,,1000000
,Human Kania Citizen F1 Female,Human Female,0,15,2,0.1,0.5,0.5,heroes\CitizenF1F,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"kania low shirt.silk red,kania low pants.cotton,kania low gloves.wool,kania low boots.wool",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Kania Citizen High F1,Human Male,0,19,0,0.32,0.09,0.7,heroes\CitizenHF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"kania medium shirt.cotton,kania medium pants.silk blue,kania medium gloves.cotton,kania medium boots.cotton",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Kania Citizen High F1 Female,Human Female,0,15,2,0.1,0.3,0.56,heroes\CitizenHF1F,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"kania medium shirt.cotton,kania medium pants.silk red,kania medium gloves.cotton,kania medium boots.cotton",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan Pretty,Human Female,0,10,1,0.15,0.25,0.65,heroes\Pretty,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,13,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,"eagle_sight {d2;d2},vision_fog,clairvoyence {d2;a2;r1},invisibility {d2;d2},silence {d2;d2}","hadagan medium shirt.silk blue,hadagan medium pants.silk blue,hadagan medium gloves.silk blue,hadagan medium boots.silk blue",curved dagger.bronze,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Runner Male F1,Human Male,0,7,2,0.4,0.4,0.8,heroes\RunnerMF1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat medium pants.thin,gipat medium boots.thin,gipat medium gloves.thin,gipat high leggins.thick,gipat medium plate.thick",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath Runner Female F1,Human Female,0,2,3,0.39,0.7,0.6,heroes\RunnerFF1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat medium shirt.thin,gipat medium pants.thick,gipat medium boots.thin,gipat medium gloves.thin,gipat medium leggins.thin",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath NPC Elder F1,Human Male,0,1,-1,0.6,1,0.75,heroes\ElderF1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat highest shirt.tanned thin,gipat highest pants.thick,gipat low leggins.tanned thin,gipat special high plate.tanned thin",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath NPC Master F1,Human Male,0,3,0,0.7,0.45,0.8,heroes\MasterF1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat high shirt.thick,gipat high pants.thick,gipat highest boots.tanned thin,gipat highest gloves.tanned thin",stone battle hammer.rock,1,0,40,0,0.8,0.8,9,0,1,,4
,Human Gipath NPC New Sheriff F1,Human Male,0,35,2,0.7,0.6,1,heroes\MasterF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat high leggins.tanned thin,gipat high plate.tanned thin,gipat highest pants. thick",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath NPC Witch M1,Human Female,0,3,3,0.5,0.9,0.5,heroes\WitchM1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"gipat special brigand pants.tiger hide,gipat special brigand shirt.tiger hide,gipat special brigand helm.tiger hide,gipat special brigand plate.tiger hide,gipat low leggins.thin",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath NPC Daughter M1,Human Female,0,9,3,0.3,0.15,0.6,heroes\DaughterM1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"hadagan low shirt.silk blue,gipat low helm.thick,gipat low plate.thick,gipat low leggins.thick",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath NPC Buerocrat F1,Human Male,0,11,-1,0.2,0.2,0.7,heroes\BuerocratF1,25,11,7,50,1,0,13,12,1,8,8,6,5,5,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"hadagan medium shirt.silk blue,hadagan medium pants.silk blue,hadagan medium gloves.silk blue,hadagan medium boots.silk blue",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Gipath NPC Demon F7,Human Male,0,32,-1,0.7,0.3,1,heroes\DemonF7,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"hadagan high2 shirt.adamantium,hadagan high leggins.adamantium,hadagan medium gloves.silk red,hadagan medium helm.silk red",spiked club. adamantium,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania NPC Governor F10,Human Male,0,15,0,1,1,0.7,heroes\GovernorF10,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania special medium plate.silk red,kania special medium helm.silk red,kania special medium leggins.silk blue",,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania NPC Captain F14,Human Male,0,19,0,0.7,0.5,0.8,heroes\CaptainF14,210,38,25,50,1,0,117,98,1,8,27,22,70,70,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,,0,0,0,,"kania special highest plate.meteoric,kania special highest leggins.meteoric",long sword.meteoric,1,0,40,0,0.7,0.7,9,0,14,,300
,Human Kania NPC Trader F5,Human Male,0,17,0,0.3,0.5,0.7,heroes\TraderF5,60,16,11,50,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,,0,0,0,,"kania low plate.tanned thin,kania low leggins.tanned thin,kania medium gloves.silk blue",,1,0,40,0,0.7,0.7,9,0,5,,10
,Human Kania NPC Trapper F9,Human Male,0,14,1,0.7,0.1,0.7,heroes\TrapperF9,110,24,16,50,1,0,77,65,1,8,17,14,45,45,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,,0,0,0,,"kania brigand shirt.tanned thin,kania high pants.troll black,kania high gloves.dragon green,kania high boots.dragon green",,1,0,40,0,0.7,0.7,9,0,9,,50
,Human Kania NPC Thief A10,Human Male,0,21,-1,0.5,0.3,0.9,heroes\TrapperF9,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania low shirt.silk blue,kania brigand pants.tanned thin,kania brigand gloves.tanned thin,kania brigand boots.tanned thin",,1,0,40,0,0.7,0.7,9,0,10,,60
,Human Kania NPC Lovkach A10,Human Male,0,34,1,0.5,0.1,0.85,heroes\TrapperF9,120,26,17,50,1,0,85,72,1,8,18,16,50,50,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,0,0,0,,"kania high boots.troll black,kania high gloves.dragon black,kania high pants.troll blue,kania medium shirt.silk blue",,1,0,40,0,0.7,0.7,9,0,10,,60
,Jun Female Deva M1,Human Female,0,7,4,0.12,0.15,0.82,heroes\DevaM1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,"kania medium gloves.silk blue,kania medium shirt.silk blue,kania medium leggins.silk blue",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan NPC Rebel Boss F15,Human Male,0,18,2,0.8,0.4,1,heroes\BossF15,250,42,28,50,1,0,125,105,1,8,29,25,75,75,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,"hadagan special brigand shirt.tanned thin,hadagan special brigand pants.thick,hadagan brigand gloves.tanned thin,hadagan special brigand leggins.tanned thin",,1,0,40,0,0.7,0.7,9,0,15,,500
,Human Hadagan NPC Rebel Smith F15,Human Male,0,16,-1,1,0.64,0.84,heroes\SmithF15,250,42,28,50,1,0,125,105,1,8,29,25,75,75,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,"hadagan brigand helm.tanned thin,hadagan brigand pants.tanned thin,hadagan brigand gloves.thick,hadagan brigand leggins.thick",,1,0,40,0,0.7,0.7,9,0,15,,500
,Human Hadagan NPC Rebel Necro M15,Human Male,0,9,-1,0.22,0,0.8,heroes\NecroM15,250,42,28,50,1,0,125,105,1,8,29,25,75,75,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,"hadagan high pants.troll black,hadagan brigand gloves.tanned thin,hadagan low leggins.thin",,1,0,40,0,0.7,0.7,9,0,15,,500
,Human Hadagan NPC Rebel Thief A15,Human Female,0,11,2,0.31,0.18,0.7,heroes\ThiefA15,250,42,28,50,1,0,125,105,1,8,29,25,75,75,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,"hadagan low shirt.silk red,hadagan low leggins.thick,hadagan low gloves.silk red",,1,0,40,0,0.7,0.7,9,0,15,,500
,Human Hadagan NPC Rebel Zaku F1,Human Male,0,20,-1,0.35,0.85,0.75,heroes\ZakuF1,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2500,10000,10,0,0,0,,0,0,0,,"hadagan brigand shirt.thick,hadagan brigand pants.thick,hadagan brigand gloves.thick,hadagan brigand leggins.tanned thin",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan NPC Junofil F10,Human Male,0,13,-1,0.1,0.3,0.75,heroes\JunofilF10,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2500,10000,10,0,0,0,,0,0,0,,"hadagan high shirt.troll blue,hadagan medium leggins.silk blue",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan NPC Old Necro M20,Human Male,0,12,-1,0.7,0,0.62,heroes\NecroM20,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,2500,10000,10,0,0,0,,0,0,0,,"hadagan medium plate.wool,hadagan medium leggins.wool",,1,0,40,0,0.7,0.7,9,0,1,,4
,Human Hadagan NPC Spirit M20,Human Male,0,24,-1,0.6,0.2,0.8,heroes\DemonF7,500,67,44,50,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,,0,0,0,,"hadagan medium shirt.silk red,hadagan medium pants.silk red,hadagan medium gloves.silk red,hadagan medium boots.silk red",,1,0,40,0,0.7,0.7,9,0,20,,4000
,Human Hadagan NPC Rebel Guru F20,Human Male,0,31,-1,0.2,0.2,0.65,heroes\BossF15,500,67,44,50,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,50,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,,0,0,0,,"hadagan brigand pants.tanned thin,hadagan brigand gloves.thick,hadagan brigand boots.thick",,1,0,40,0,0.7,0.7,9,0,20,,4000
,Jun Male Hero,Human Male,0,25,1,0.35,0.2,0.9,heroes\Hero,25,11,7,50,1,0,13,12,1,8,8,6,5,0,100,1.7,13,50,0,2.8,0,0,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,9,0,1,,4
,MainMenu,Column,0,0,2,0.5,0.5,0.5,,1000,1000,50,51,1,10,200,200,1,16,100,100,125,100,100,1.7,25.5,100,25.5,2.8,2.83333,10,3,3,3,3,3,3,100,0,0,0,10,0,0,0,,125,125,125,,,,3,3,40,0,0.7,0.7,16,0,25,,26000
